datePub,doctype,desc,view,key
27 Dec 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/909239416C23B61795079CCE96DA7D9F/pdf/24_AP_3821-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3983072.pdf,SP58C4KBGF500
27 Dec 2024,Sketch plan,SKETCH PLAN,/online-applications/files/26FB83A495B1FF34C8CE9749C174F7ED/pdf/24_AP_3821-SKETCH_PLAN-3983075.pdf,SP58C4KBGF500
27 Dec 2024,Photographs and photomontages,PHOTOGRAPHS AND PHOTOMONTAGES,/online-applications/files/059D9408EA9D20E81C9ADE97EBEDCDA0/pdf/24_AP_3821-PHOTOGRAPHS_AND_PHOTOMONTAGES-3983076.pdf,SP58C4KBGF500
27 Dec 2024,Tree survey or Arboricultural implications,TREE SURVEY,/online-applications/files/661E2B12B428E9FB9164768229C8F18C/pdf/24_AP_3821-TREE_SURVEY-3983077.pdf,SP58C4KBGF500
07 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/F178C4416128DB05A56BFBB05DAAE1DE/pdf/24_AP_3813-OFFICER_ASSESSMENT-3985831.pdf,SOZWNOKBGCS00
06 Jan 2025,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/78CA41665B0ABADD0031BB28671D2318/pdf/24_AP_3813-VALID_APPLICATION_LETTER_WITH_INVOICE-3985112.pdf,SOZWNOKBGCS00
24 Dec 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/DDEDCEB062C1D7549402A0A115EB7E3D/pdf/24_AP_3813-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3982705.pdf,SOZWNOKBGCS00
02 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/7A0986DB1304B47945C5A9E0520F2B00/pdf/24_AP_3738-OFFICER_ASSESSMENT-3984428.pdf,SOP10ZKBG6600
31 Dec 2024,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/0510A525E740E8214E31A37F2B445727/pdf/24_AP_3738-VALID_APPLICATION_LETTER_WITH_INVOICE-3983840.pdf,SOP10ZKBG6600
18 Dec 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/824E79171D5BA93ABBEA216720D3ABAC/pdf/24_AP_3738-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3978612.pdf,SOP10ZKBG6600
18 Dec 2024,Sketch plan,SKETCH PLAN,/online-applications/files/9AB4966FD3F093230C786D8DBBDC52BF/pdf/24_AP_3738-SKETCH_PLAN-3978615.pdf,SOP10ZKBG6600
07 Jan 2025,Decision - Notice,WITHDRAWN - PRIOR APPROVALS,/online-applications/files/D2C4FF50C0BF6113C7AB378857D42DE0/pdf/24_AP_3732-WITHDRAWN_-_PRIOR_APPROVALS-3986331.pdf,SOOVH4KBG5Q00
07 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/3847491636039C806F210976979B07E8/pdf/24_AP_3732-OFFICER_ASSESSMENT-3986333.pdf,SOOVH4KBG5Q00
18 Dec 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/3384FF70461F9DED988F43593B225A31/pdf/24_AP_3732-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3978189.pdf,SOOVH4KBG5Q00
18 Dec 2024,Plan - Existing,EXISTING DRAWINGS,/online-applications/files/8E8752CE81684CD34B253FE4C79D1131/pdf/24_AP_3732-EXISTING_DRAWINGS-3978192.pdf,SOOVH4KBG5Q00
18 Dec 2024,Plan - Proposed,PROPOSED DRAWINGS,/online-applications/files/9EF54399C7D75660323FF5CAB5461DEF/pdf/24_AP_3732-PROPOSED_DRAWINGS-3978193.pdf,SOOVH4KBG5Q00
24 Dec 2024,Tree survey or Arboricultural implications,TREE SURVEY,/online-applications/files/9E093FD83C7379DF7497068D39D3E097/pdf/24_AP_3813-TREE_SURVEY-3982708.pdf,SOZWNOKBGCS00
24 Dec 2024,Sketch plan,SKETCH PLAN,/online-applications/files/DE375E02BA961834C71CBA9E58FCB25F/24_AP_3813-SKETCH_PLAN-3982709.png,SOZWNOKBGCS00
24 Dec 2024,Photographs and photomontages,PHOTOGRAPHS AND PHOTOMONTAGES,/online-applications/files/6B2819C4DDDE78DA899CF205AEE126BF/24_AP_3813-PHOTOGRAPHS_AND_PHOTOMONTAGES-3982710.png,SOZWNOKBGCS00
18 Dec 2024,Photographs and photomontages,PHOTOGRAPHS AND PHOTOMONTAGES,/online-applications/files/7218307824FEE596D0A9D999BAC4CD8F/pdf/24_AP_3738-PHOTOGRAPHS_AND_PHOTOMONTAGES-3980753.pdf,SOP10ZKBG6600
18 Dec 2024,Site - Location plan,LOCATION AND BLOCK PLANS,/online-applications/files/018FB0C824679257FE581D2872E0E5BB/pdf/24_AP_3732-LOCATION_AND_BLOCK_PLANS-3978194.pdf,SOOVH4KBG5Q00
09 Jan 2025,Decision - Notice,DECISION NOTICE - AOD - GRANT,/online-applications/files/85D10A087959237586DB9700E1E90E20/pdf/24_AP_3734-DECISION_NOTICE_-_AOD_-_GRANT-3987732.pdf,SOOY8BKBG5W00
09 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/2E0974E9CBC5F2AFFD9D626DDA58A343/pdf/24_AP_3734-OFFICER_ASSESSMENT-3987743.pdf,SOOY8BKBG5W00
07 Jan 2025,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/F387AFD99A1C3BAA690A6AFE2846E91B/pdf/24_AP_3734-VALID_APPLICATION_LETTER_WITH_INVOICE-3986628.pdf,SOOY8BKBG5W00
18 Dec 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/B268E6AB4C82B739476108379AA2D99A/pdf/24_AP_3734-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3978326.pdf,SOOY8BKBG5W00
18 Dec 2024,Planning statement,PLANNING STATEMENT,/online-applications/files/24FAD34649D4DAFC14C3B1B48AD101F6/pdf/24_AP_3734-PLANNING_STATEMENT-3978329.pdf,SOOY8BKBG5W00
07 Jan 2025,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/3DDF95E7593E57C27DE6CF83C5661E40/pdf/24_AP_3774-VALID_APPLICATION_LETTER_WITH_INVOICE-3986155.pdf,SOSAXHKB00300
07 Jan 2025,Decision - Notice,DECISION NOTICE - TCA/TPO - EXEMPT,/online-applications/files/F6EF89DA8AA0BFBF9A5A35724236E198/pdf/24_AP_3774-DECISION_NOTICE_-_TCA_TPO_-_EXEMPT-3986603.pdf,SOSAXHKB00300
18 Dec 2024,Other,BREEAM CERTIFICATE,/online-applications/files/E9592A9A1CBF870DCB83ECAA2593027F/pdf/24_AP_3734-BREEAM_CERTIFICATE-3978330.pdf,SOOY8BKBG5W00
18 Dec 2024,Other,BREEAM CERTIFICATE,/online-applications/files/47EB3E8788C76BB6CABA036F807182C8/pdf/24_AP_3734-BREEAM_CERTIFICATE-3978331.pdf,SOOY8BKBG5W00
07 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/0C29EE41F5AEEDCF4EEF7B965C6BB576/pdf/24_AP_3774-OFFICER_ASSESSMENT-3986608.pdf,SOSAXHKB00300
09 Jan 2025,Decision - Notice,DECISION NOTICE - S106N - AGREE,/online-applications/files/17B5A6719A8C5A68F1418CAE48D39854/pdf/24_AP_3765-DECISION_NOTICE_-_S106N_-_AGREE-3987726.pdf,SOS8T5KB00300
09 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/868F84926592239DB6EF53A780303215/pdf/24_AP_3765-OFFICER_ASSESSMENT-3987731.pdf,SOS8T5KB00300
02 Jan 2025,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/A10938031F41814AB230D27026EF9E3B/pdf/24_AP_3765-VALID_APPLICATION_LETTER_WITH_INVOICE-3984070.pdf,SOS8T5KB00300
24 Dec 2024,Document,DECISION NOTICE 24_AP_2345 SCH6 CLAUSE 1.3,/online-applications/files/70FDBB2A6543DDAC68B2530906E993B8/pdf/24_AP_3765-DECISION_NOTICE_24_AP_2345_SCH6_CLAUSE_1.3-3982800.pdf,SOS8T5KB00300
24 Dec 2024,Document,STATEMENT OF CONFORMITY,/online-applications/files/5ACB61504236D87E2B171B65544D8D93/pdf/24_AP_3765-STATEMENT_OF_CONFORMITY-3982808.pdf,SOS8T5KB00300
24 Dec 2024,Application - Covering letter,COVERING LETTER,/online-applications/files/C1BCB74FCAB8C168B5ACC59715F6437D/pdf/24_AP_3765-COVERING_LETTER-3982810.pdf,SOS8T5KB00300
24 Dec 2024,Document,COMPLIANCE STATEMENT,/online-applications/files/318680A12E250FF75C4A03E503378588/pdf/24_AP_3765-COMPLIANCE_STATEMENT-3982811.pdf,SOS8T5KB00300
09 Jan 2025,Decision - Notice,DECISION NOTICE - TPO - GRANT,/online-applications/files/3D38D808F01BA64A89BF3CF000681028/pdf/24_AP_3695-DECISION_NOTICE_-_TPO_-_GRANT-3987425.pdf,SOKV4DKBG1W00
24 Dec 2024,Document,CERTIFICATE OF COMPLETION,/online-applications/files/BF3F2841F6DCB956942B28FA79F02A74/pdf/24_AP_3765-CERTIFICATE_OF_COMPLETION-3982809.pdf,SOS8T5KB00300
09 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/1523C906A66E52C33D6B45867178B8CE/pdf/24_AP_3695-OFFICER_ASSESSMENT-3987432.pdf,SOKV4DKBG1W00
19 Dec 2024,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/BA9D19CDF0A7C01347A85D3AB1B21B93/pdf/24_AP_3695-VALID_APPLICATION_LETTER_WITH_INVOICE-3979296.pdf,SOKV4DKBG1W00
16 Dec 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/1CF82D14E2AC0D4F615698D81305E286/pdf/24_AP_3695-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3975846.pdf,SOKV4DKBG1W00
16 Dec 2024,Sketch plan,SKETCH PLAN,/online-applications/files/7A0AAEF59BF9E6B62CF40E8B1546599D/24_AP_3695-SKETCH_PLAN-3975849.png,SOKV4DKBG1W00
16 Dec 2024,Photographs and photomontages,PHOTOGRAPHS AND PHOTOMONTAGES,/online-applications/files/518F042A401C3786CCF1E4D6B30DB0C6/24_AP_3695-PHOTOGRAPHS_AND_PHOTOMONTAGES-3975850.jpeg,SOKV4DKBG1W00
08 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/1B9915708E59FADC8BA849A008D3DC42/pdf/24_AP_3679-OFFICER_ASSESSMENT-3986645.pdf,SOFOVIKBG0E00
07 Jan 2025,Decision - Notice,DECISION NOTICE - AOD - GRANT,/online-applications/files/DCBE5CBC000139213B048B1EEA3D2687/pdf/24_AP_3679-DECISION_NOTICE_-_AOD_-_GRANT-3986629.pdf,SOFOVIKBG0E00
16 Dec 2024,Photographs and photomontages,PHOTOGRAPHS AND PHOTOMONTAGES,/online-applications/files/91562D461AFA53F8248CB82F669957CC/24_AP_3695-PHOTOGRAPHS_AND_PHOTOMONTAGES-3975851.jpeg,SOKV4DKBG1W00
16 Dec 2024,Photographs and photomontages,PHOTOGRAPHS AND PHOTOMONTAGES,/online-applications/files/4DEC221F9FFD6C4C0943337843AC4E9E/24_AP_3695-PHOTOGRAPHS_AND_PHOTOMONTAGES-3975852.jpeg,SOKV4DKBG1W00
16 Dec 2024,Photographs and photomontages,PHOTOGRAPHS AND PHOTOMONTAGES,/online-applications/files/CA1A6238F3E397CDD20A59F9F450F03D/24_AP_3695-PHOTOGRAPHS_AND_PHOTOMONTAGES-3975853.jpeg,SOKV4DKBG1W00
16 Dec 2024,Application - Covering letter,COVERING LETTER,/online-applications/files/1B38DFD639C49924C9E0CCD86DA851D7/24_AP_3695-COVERING_LETTER-3975854.docx,SOKV4DKBG1W00
24 Dec 2024,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/2A63A14A7EDCE982B8E0379DD9896BF5/pdf/24_AP_3679-VALID_APPLICATION_LETTER_WITH_INVOICE-3983008.pdf,SOFOVIKBG0E00
13 Dec 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/2B7D6A7D58712570B294956F0FBF69E5/pdf/24_AP_3679-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3975010.pdf,SOFOVIKBG0E00
13 Dec 2024,Application - Covering letter,COVERING LETTER,/online-applications/files/9586DBFB06F7F32C12595F889BF0C848/pdf/24_AP_3679-COVERING_LETTER-3975016.pdf,SOFOVIKBG0E00
16 Dec 2024,Tree survey or Arboricultural implications,ARBORICULTURAL METHOD STATEMENT,/online-applications/files/A00715AEC7B984D1165526333EE45909/pdf/24_AP_3695-ARBORICULTURAL_METHOD_STATEMENT-3975855.pdf,SOKV4DKBG1W00
13 Dec 2024,Construction method statement,CONSTRUCTION MANAGEMENT PLAN,/online-applications/files/BDBF35DE0F84C393195B451DFA3AA315/pdf/24_AP_3679-CONSTRUCTION_MANAGEMENT_PLAN-3975018.pdf,SOFOVIKBG0E00
