datePub,doctype,desc,view,key
29 Nov 2024,CIL - GIA Form,COMMUNITY INFRASTRUCTURE LEVY - COMPLETED FORM,/online-applications/files/83590E14F6CA6DB8389BA4D6A5A80FD9/pdf/24_AP_3519-COMMUNITY_INFRASTRUCTURE_LEVY_-_COMPLETED_FORM-3963729.pdf,SNPDOZKBFI100
29 Nov 2024,Photographs and photomontages,SITE PHOTOS,/online-applications/files/DE0054A1CCA02A19141A302AFEC97757/pdf/24_AP_3519-SITE_PHOTOS-3963730.pdf,SNPDOZKBFI100
18 Nov 2024,Document,FLAXYARD CONFIRMED NOTICE,/online-applications/files/10B6E0CD5E7A4ED4243684F6556D6A42/pdf/24_AP_3340-FLAXYARD_CONFIRMED_NOTICE-3957285.pdf,SMUHRYKB00Q00
18 Nov 2024,Document,FLAXYARD CONFIRMED ORDER 17 AUGUST,/online-applications/files/29CAB84BCABCCEBCC5E0D2CBC0EC34BA/pdf/24_AP_3340-FLAXYARD_CONFIRMED_ORDER_17_AUGUST-3957286.pdf,SMUHRYKB00Q00
18 Nov 2024,Document,FLAXYARD STOPPING UP DRAWING ANNOTATED,/online-applications/files/04746803C9259258E63FBD1C77F89011/pdf/24_AP_3340-FLAXYARD_STOPPING_UP_DRAWING_ANNOTATED-3957287.pdf,SMUHRYKB00Q00
29 Nov 2024,Planning statement,PLANNING STATEMENT,/online-applications/files/07CB5FCBF8C3323F5E8D5EA3F79C2BE2/pdf/24_AP_3519-PLANNING_STATEMENT-3963731.pdf,SNPDOZKBFI100
18 Nov 2024,Application - Covering letter,STOPPING UP ORDER S106 OBLIGATION COVER LETTER,/online-applications/files/707ED8B537F77042A658688C0337EE33/pdf/24_AP_3340-STOPPING_UP_ORDER_S106_OBLIGATION_COVER_LETTER-3957288.pdf,SMUHRYKB00Q00
18 Nov 2024,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/24288C2CC53570CAC7AE1263116AB305/pdf/24_AP_3340-VALID_APPLICATION_LETTER_WITH_INVOICE-3957321.pdf,SMUHRYKB00Q00
12 Nov 2024,Application - Form (Without Personal data),"
",/online-applications/files/A47169488A13715CCD57EC8999777EDF/pdf/24_AP_3340--3954281.pdf,SMUHRYKB00Q00
02 Jan 2025,Decision - Notice,DECISION NOTICE - HOUSE - GRANT,/online-applications/files/3D873641B2F72C35F27684B528B9E0E3/pdf/24_AP_3286-DECISION_NOTICE_-_HOUSE_-_GRANT-3984249.pdf,SMJEKMKBMJP00
02 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/D7DC9C3E70511A5AFBCB2286F4015DAE/pdf/24_AP_3286-OFFICER_ASSESSMENT-3984257.pdf,SMJEKMKBMJP00
12 Dec 2024,Plan - Proposed,AS PROPOSED LOWER GROUND FLOOR PLAN,/online-applications/files/54175FDC9C68D22BE74B4E016489B594/pdf/24_AP_3286-AS_PROPOSED_LOWER_GROUND_FLOOR_PLAN-3973269.pdf,SMJEKMKBMJP00
12 Nov 2024,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/8B0DFA0914C4F93A670EE9CBEC6DB64F/pdf/24_AP_3286-VALID_APPLICATION_LETTER_WITH_INVOICE-3953780.pdf,SMJEKMKBMJP00
12 Nov 2024,Site notice,SITE NOTICE,/online-applications/files/6AAF8C381EDDA26E7E48C98C4BC23B09/pdf/24_AP_3286-SITE_NOTICE-3953781.pdf,SMJEKMKBMJP00
12 Nov 2024,Neighbour Notification List,FILE COPY - NEIGHBOUR NOTIFICATION+LIST,/online-applications/files/C4C773E7970DA5DDB0C872599D2C85B9/pdf/24_AP_3286-FILE_COPY_-_NEIGHBOUR_NOTIFICATION_LIST-3953823.pdf,SMJEKMKBMJP00
12 Nov 2024,Press Notice,PRESS NOTICE - 14/11/2024,/online-applications/files/D16D16E69E777480F352F42BF5F2CFB0/pdf/24_AP_3286-PRESS_NOTICE_-_14_11_2024-3954068.pdf,SMJEKMKBMJP00
08 Nov 2024,Design and Access statement,REDACTED,/online-applications/files/9461F41B7276663A77B8EBAC63749664/pdf/24_AP_3286-REDACTED-3952729.pdf,SMJEKMKBMJP00
08 Nov 2024,Fire Statement,FIRE SAFETY REASONABLE EXCEPTION STATEMENT,/online-applications/files/0BC9C2F0A558757ED7426DB26AC2F099/pdf/24_AP_3286-FIRE_SAFETY_REASONABLE_EXCEPTION_STATEMENT-3952730.pdf,SMJEKMKBMJP00
06 Nov 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/F885C5C3BBFAB1CF59B6E9EFAB864C24/pdf/24_AP_3286-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3951285.pdf,SMJEKMKBMJP00
03 Jan 2025,Decision - Notice,DECISION NOTICE - S106N - AGREE,/online-applications/files/59F8F7E4CA0A54EB3BC8694EA96009B3/pdf/24_AP_3222-DECISION_NOTICE_-_S106N_-_AGREE-3984663.pdf,SM67DSKB00300
06 Nov 2024,Plan - Proposed,GROUND FLOOR DEMOLITION LAYOUT,/online-applications/files/D5692D67ABDFD0021DEABF2EF4600F9C/pdf/24_AP_3286-GROUND_FLOOR_DEMOLITION_LAYOUT-3951289.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,FIRST FLOOR DEMOLITION LAYOUT,/online-applications/files/4DB61F3F857A27640CBD4C78F955B7E0/pdf/24_AP_3286-FIRST_FLOOR_DEMOLITION_LAYOUT-3951290.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,SECOND FLOOR DEMOLITION LAYOUT,/online-applications/files/8BA21AFD8F2CF6FE32B239CAFDFF2569/pdf/24_AP_3286-SECOND_FLOOR_DEMOLITION_LAYOUT-3951291.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,PROPOSED ROOF PLAN,/online-applications/files/01B5A48AC57901C9EFDFD9D6F11BB78F/pdf/24_AP_3286-PROPOSED_ROOF_PLAN-3951292.pdf,SMJEKMKBMJP00
03 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/9D16891CB9D006DA0A99525B60A757F0/pdf/24_AP_3222-OFFICER_ASSESSMENT-3984666.pdf,SM67DSKB00300
18 Nov 2024,Document,20AP0433-UNILATERAL UNDERTAKING ANNOTATED SCHEDULE 10 CLAUSE 3.1,/online-applications/files/1EE57BE5FBA1038E41FFF938A1CE3A1D/pdf/24_AP_3222-20AP0433-UNILATERAL_UNDERTAKING_ANNOTATED_SCHEDULE_10_CLAUSE_3.1-3957323.pdf,SM67DSKB00300
18 Nov 2024,Document,BONDDATED9JULY2024PDF-V1,/online-applications/files/883E5C42AD5EEB0E9AD2A2D73B976DA3/pdf/24_AP_3222-BONDDATED9JULY2024PDF-V1-3957324.pdf,SM67DSKB00300
06 Nov 2024,Plan - Proposed,PROPOSED FRONT ELEVATION DEMOLITION,/online-applications/files/55C9E23FE99F2E756439C7D2BF18B0E5/pdf/24_AP_3286-PROPOSED_FRONT_ELEVATION_DEMOLITION-3951293.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,REAR ELEVATION DEMOLITION LAYOUT,/online-applications/files/C663CBFFA4A8844F0BDC2EA42EBD70C0/pdf/24_AP_3286-REAR_ELEVATION_DEMOLITION_LAYOUT-3951294.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Existing,EXISTING LOWER GROUND FLOOR PLAN,/online-applications/files/C3D62BB4719F1FB7DE082614E2ECEE50/pdf/24_AP_3286-EXISTING_LOWER_GROUND_FLOOR_PLAN-3951295.pdf,SMJEKMKBMJP00
18 Nov 2024,Application - Covering letter,HIGHWAY WORKS S106 OBLIGATION COVER LETTER,/online-applications/files/60404F3EE5FE69360367A3DF1A601070/pdf/24_AP_3222-HIGHWAY_WORKS_S106_OBLIGATION_COVER_LETTER-3957325.pdf,SM67DSKB00300
18 Nov 2024,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/479B5AD78ED083789320EAAC7DA67AD3/pdf/24_AP_3222-VALID_APPLICATION_LETTER_WITH_INVOICE-3957327.pdf,SM67DSKB00300
04 Nov 2024,Application - Form (Without Personal data),"
",/online-applications/files/8727C4A19028C71CF811ABE98A15F985/pdf/24_AP_3222--3949739.pdf,SM67DSKB00300
03 Jan 2025,Decision - Notice,DECISION NOTICE - ADV - GRANT,/online-applications/files/1E4BD1510F28F3E84175D59279A7AE0E/pdf/24_AP_3125-DECISION_NOTICE_-_ADV_-_GRANT-3984503.pdf,SLQXLRKBM2Q00
06 Nov 2024,Plan - Existing,EXISTING GROUND FLOOR PLAN,/online-applications/files/3F3596D21BB23FA20B4C12D0531A93B4/pdf/24_AP_3286-EXISTING_GROUND_FLOOR_PLAN-3951296.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Existing,EXISTING FIRST FLOOR PLAN,/online-applications/files/F076474C6D73CF1D8E40B605460DDBA5/pdf/24_AP_3286-EXISTING_FIRST_FLOOR_PLAN-3951297.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Existing,EXISTING SECOND FLOOR PLAN,/online-applications/files/51CD9F7AB9634930D06ADDA17ADEBA5D/pdf/24_AP_3286-EXISTING_SECOND_FLOOR_PLAN-3951298.pdf,SMJEKMKBMJP00
22 Mar 2024,Document,SEALED - LBS - S.278 PECKHAM FLAXYARD ENGROSSMENT WITH PLAN,/online-applications/files/78D206882791A91F7E2A2D4CE98638F7/pdf/24_AP_3222-SEALED_-_LBS_-_S.278_PECKHAM_FLAXYARD_ENGROSSMENT_WITH_PLAN-3957326.pdf,SM67DSKB00300
03 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/C2539374631BACB27CA7253968477BC2/pdf/24_AP_3125-OFFICER_ASSESSMENT-3984504.pdf,SLQXLRKBM2Q00
02 Dec 2024,Site notice,DISPLAYED SITE NOTICE,/online-applications/files/CB76F877A31DBAC1C896E944E9ADD676/24_AP_3125-DISPLAYED_SITE_NOTICE-3965298.jfif,SLQXLRKBM2Q00
25 Nov 2024,Valid Application Letter,VALID APPLICATION LETTER WITH INVOICE,/online-applications/files/C0DEE244E9F1B27D0108D227CDDEB202/pdf/24_AP_3125-VALID_APPLICATION_LETTER_WITH_INVOICE-3960757.pdf,SLQXLRKBM2Q00
06 Nov 2024,Plan - Existing,EXISTING ROOF PLAN,/online-applications/files/0AC45398A2256FA90B48605D7011640C/pdf/24_AP_3286-EXISTING_ROOF_PLAN-3951299.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Existing,EXISTING FRONT ELEVATION,/online-applications/files/1C1BA4B1EEAFDCBAC783FB7C754350F2/pdf/24_AP_3286-EXISTING_FRONT_ELEVATION-3951300.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Existing,EXISTING REAR ELEVATION,/online-applications/files/F0CE68BDF3EAA91BB0A7E5D4E1653FE6/pdf/24_AP_3286-EXISTING_REAR_ELEVATION-3951301.pdf,SMJEKMKBMJP00
19 Nov 2024,Press Notice,PRESS NOTICE - 21/11/2024,/online-applications/files/349AEDAA1653AA797DA7FC137287A60F/pdf/24_AP_3125-PRESS_NOTICE_-_21_11_2024-3958121.pdf,SLQXLRKBM2Q00
02 Jan 2025,Decision - Notice,DECISION NOTICE - VNMC - AGREE,/online-applications/files/427B3856D3AF5A2D6DCC0F3EC4893C9A/pdf/24_AP_1412-DECISION_NOTICE_-_VNMC_-_AGREE-3984283.pdf,SDH907KBHJ200
06 Nov 2024,Plan - Existing,EXISTING GENERAL SECTION,/online-applications/files/6CDD53148AFC583ABA95D07579BCAB86/pdf/24_AP_3286-EXISTING_GENERAL_SECTION-3951302.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,PROPOSED GROUND FLOOR PLAN,/online-applications/files/C99E22407B5C918C3E5788C8E45D9E9B/pdf/24_AP_3286-PROPOSED_GROUND_FLOOR_PLAN-3951304.pdf,SMJEKMKBMJP00
15 Nov 2024,Fire Statement,REASONABLE EXCEPTION STATEMENT,/online-applications/files/0EB154DA6F0F5C88BC055FD3AE5D1C60/pdf/24_AP_3125-REASONABLE_EXCEPTION_STATEMENT-3956524.pdf,SLQXLRKBM2Q00
15 Nov 2024,Heritage statement,"
",/online-applications/files/533D2C7A7A40F7A9DEE0BEFD6BFFF94B/pdf/24_AP_3125--3956525.pdf,SLQXLRKBM2Q00
02 Jan 2025,Decision - Officer Report,OFFICER ASSESSMENT,/online-applications/files/597D2EF514EF0AD841568CBF16D8C7E0/pdf/24_AP_1412-OFFICER_ASSESSMENT-3984296.pdf,SDH907KBHJ200
16 Dec 2024,Design and Access statement,"
",/online-applications/files/7F19BA3E6FBEE3BC6AB70C395F4068B2/pdf/24_AP_1412--3976587.pdf,SDH907KBHJ200
16 Dec 2024,Decision - Plans,L00 GA PLANNING,/online-applications/files/6A4A62E5901A8DADC60CF18B2AB5A2A4/pdf/24_AP_1412-L00_GA_PLANNING-3976590.pdf,SDH907KBHJ200
06 Nov 2024,Plan - Proposed,PROPOSED FIRST FLOOR PLAN,/online-applications/files/7ED03BFF9220B42D1E429EB4865F675B/pdf/24_AP_3286-PROPOSED_FIRST_FLOOR_PLAN-3951305.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,PROPOSED SECOND FLOOR PLAN,/online-applications/files/B94C1346EEB3B638A75146039B957DCD/pdf/24_AP_3286-PROPOSED_SECOND_FLOOR_PLAN-3951306.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,PROPOSED ROOF LEVEL PLAN,/online-applications/files/AB6BD44D244262804CB5A7E8E68A98AB/pdf/24_AP_3286-PROPOSED_ROOF_LEVEL_PLAN-3951307.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,PROPOSED ELEVATION PLAN,/online-applications/files/42553CBBC6559B4453DA13FA683510CE/pdf/24_AP_3286-PROPOSED_ELEVATION_PLAN-3951308.pdf,SMJEKMKBMJP00
22 Oct 2024,Application - Form (Without Personal data),APPLICATION FORM - WITHOUT PERSONAL DATA,/online-applications/files/A3E26EC2C5C5FFB6E1AED96538CF6CD2/pdf/24_AP_3125-APPLICATION_FORM_-_WITHOUT_PERSONAL_DATA-3942471.pdf,SLQXLRKBM2Q00
22 Oct 2024,Site - Location plan,LOCATION PLAN,/online-applications/files/1DE7FA161E272E575E7E52B212EA8B40/pdf/24_AP_3125-LOCATION_PLAN-3942474.pdf,SLQXLRKBM2Q00
22 Oct 2024,Plan - Existing,EXISTING EXTERNAL AREA,/online-applications/files/88CB37E32E65EFEBD0A091B463FA5CB9/pdf/24_AP_3125-EXISTING_EXTERNAL_AREA-3942475.pdf,SLQXLRKBM2Q00
22 Oct 2024,Plan - Proposed,PROPOSED EXTERNAL AREA,/online-applications/files/CA0949AA0A743E9CF8648A4E542B4A4D/pdf/24_AP_3125-PROPOSED_EXTERNAL_AREA-3942476.pdf,SLQXLRKBM2Q00
16 Dec 2024,Decision - Plans,L01 GA PLANNING,/online-applications/files/83A7E652B2847A184D5FAF34C2FB70DF/pdf/24_AP_1412-L01_GA_PLANNING-3976591.pdf,SDH907KBHJ200
16 Dec 2024,Decision - Plans,L02 GA PLANNING,/online-applications/files/C5488EE549E724A9AF573B7CD31E729C/pdf/24_AP_1412-L02_GA_PLANNING-3976594.pdf,SDH907KBHJ200
16 Dec 2024,Decision - Plans,L03 GA PLANNING,/online-applications/files/546DB3B4B7419E1D3048F5E041BB35EF/pdf/24_AP_1412-L03_GA_PLANNING-3976595.pdf,SDH907KBHJ200
06 Nov 2024,Plan - Proposed,PROPOSED REAR ELEVATION,/online-applications/files/CA29114BBBE9C532879687FD79413776/pdf/24_AP_3286-PROPOSED_REAR_ELEVATION-3951309.pdf,SMJEKMKBMJP00
06 Nov 2024,Plan - Proposed,PROPOSED SECTION PLANS,/online-applications/files/EC00A6C9793F7C0472D113F6E86E6530/pdf/24_AP_3286-PROPOSED_SECTION_PLANS-3951310.pdf,SMJEKMKBMJP00
06 Nov 2024,Site - Location plan,SITE LOCATION PLAN,/online-applications/files/9AD5FF759C01F8FBD49A4751F89E56D5/pdf/24_AP_3286-SITE_LOCATION_PLAN-3951311.pdf,SMJEKMKBMJP00
