datePub,doctype,desc,view,key
04 Nov 2024,Site Location Plan,Location plan,/online-applications/files/F3176D47F472F1567F407215939968AA/pdf/DC_24_138001-LOCATION_PLAN-1334120.pdf,_LEWIS_DCAPR_125924
04 Nov 2024,Application Form,Application form,/online-applications/files/C4F0E71D8A2CFEECE521FE3C69F39168/pdf/DC_24_138001-APPLICATION_FORM-1334122.pdf,_LEWIS_DCAPR_125924
,,,,
02 Jan 2025,Officer Report,Delegated report,/online-applications/files/35CF0C9417D8CF8F5C408A79E8DE8C3B/pdf/DC_24_137978-Delegated_Report-1348006.pdf,_LEWIS_DCAPR_125901
02 Jan 2025,Decision,Decision notice,/online-applications/files/B0F8700884224FE1CD3F44B4C9EF117A/pdf/DC_24_137978-Decision_Notice-1348007.pdf,_LEWIS_DCAPR_125901
17 Dec 2024,Case Copy Documents,Consultee comments,/online-applications/files/1D7094004319E91A46860ED45F4A84A4/DC_24_137978-CONSULTEE_COMMENTS-1345374.docx,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Documents,Design & access statement,/online-applications/files/BB63289A63126AB5E07D426B25D3089E/pdf/DC_24_137978-DESIGN___ACCESS_STATEMENT-1336124.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Proposed north elevation,/online-applications/files/D4DB8761D311390DA689A92DC922BA37/pdf/DC_24_137978-PROPOSED_NORTH_ELEVATION-1333729.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Proposed south elevation,/online-applications/files/A731585F8A9D6C047012CAAE9E675ECA/pdf/DC_24_137978-PROPOSED_SOUTH_ELEVATION-1333730.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Proposed east section,/online-applications/files/40BFF209CB2A5B7CC011A7512FB6C409/pdf/DC_24_137978-PROPOSED_EAST_SECTION-1333731.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Site Location Plan,Site location plan,/online-applications/files/635697374EFF944EDC21C5433B05F056/pdf/DC_24_137978-SITE_LOCATION_PLAN-1333732.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing block plan,/online-applications/files/AEBAF4238D719DA0069BAC239C3D56A2/pdf/DC_24_137978-EXISTING_BLOCK_PLAN-1333733.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing ground floor plan135251420000.pdf,/online-applications/files/D4F8BB488768D6BEB61297D0107C17DD/pdf/DC_24_137978-EXISTING_GROUND_FLOOR_PLAN135251420000.PDF-1333734.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Proposed first floor plan,/online-applications/files/C6A2107B6D84853F7C7A0EE20F3D6B87/pdf/DC_24_137978-PROPOSED_FIRST_FLOOR_PLAN-1333735.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing second floor plan,/online-applications/files/A7F5A235D43300310009308044AC3DD8/pdf/DC_24_137978-EXISTING_SECOND_FLOOR_PLAN-1333736.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing third floor plans,/online-applications/files/DB6FD1F5C868EF8E94A1CAEB20E97F1E/pdf/DC_24_137978-EXISTING_THIRD_FLOOR_PLANS-1333737.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing roof plan,/online-applications/files/C0928DBA93576F275EC93D42A3521C12/pdf/DC_24_137978-EXISTING_ROOF_PLAN-1333738.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing north elevation,/online-applications/files/5DC3612980D4975C205EBBBF5800BEBC/pdf/DC_24_137978-EXISTING_NORTH_ELEVATION-1333739.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing south elevation,/online-applications/files/291DC3A7D4406CED48E3C6A2BE33F173/pdf/DC_24_137978-EXISTING_SOUTH_ELEVATION-1333740.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing east & west elevation,/online-applications/files/32A812D143A9C8C8718E6206385E541A/pdf/DC_24_137978-EXISTING_EAST___WEST_ELEVATION-1333741.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing east section,/online-applications/files/461E5C6C0DC94FFFEF2067C3B8A88676/pdf/DC_24_137978-EXISTING_EAST_SECTION-1333742.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Application Form,Application form,/online-applications/files/A463165CF9121FA947A7079DDB21AEAB/pdf/DC_24_137978-APPLICATION_FORM-1333743.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Proposed block plan,/online-applications/files/D143A4E18D64A816736FC3ADA8DD8F81/pdf/DC_24_137978-PROPOSED_BLOCK_PLAN-1333746.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Proposed ground floor plan,/online-applications/files/4A9E1B0C63EDA8BBCFF7BBE67D03D769/pdf/DC_24_137978-PROPOSED_GROUND_FLOOR_PLAN-1333747.pdf,_LEWIS_DCAPR_125901
01 Nov 2024,Case Copy Drawings,Existing first floor plan,/online-applications/files/B267A2C0DB0670A55D11C0F2CB405A93/pdf/DC_24_137978-EXISTING_FIRST_FLOOR_PLAN-1333748.pdf,_LEWIS_DCAPR_125901
